"ADDRESS_ZIP_CODE","AGG_NUM_VEHICLES","AVG_HOUSEHOLD_SIZE","MED_GROSS_RENT","MED_HOUSING_COST","MED_INCOME","MED_YEAR_BUILT","MONTHLY_OWNER_COSTS","NO_INTERNET","TOTAL_POP"
"00601",3300,3.16,377,162,15292,1980,3553,1642,17126
"00602",8880,2.94,414,167,18716,1978,9782,4665,37895
"00603",10670,2.49,409,250,16789,1981,11254,4767,49136
"00606",1360,2.91,350,118,18835,1978,1440,1258,5751
"00610",7185,2.92,478,203,21239,1978,6452,2180,26153
"00611",355,2.5,381,246,17143,1992,310,148,1283
"00612",15250,2.72,424,320,19934,1977,14466,5942,64090
"00616",2990,3.04,438,240,19130,1982,2366,1049,10186
"00617",5780,2.91,573,279,19048,1984,5707,2757,22803
"00622",1945,2.76,492,188,17728,1991,2052,1196,7751
"00623",10310,2.84,495,308,18690,1984,10137,6367,39652
"00624",5495,3.04,458,232,18136,1983,5033,1816,21912
"00627",9525,2.88,524,197,19745,1983,8659,3248,32885
"00631",180,2.77,283,135,15234,1973,248,227,1098
"00636",350,3.97,NA,NA,NA,1974,202,105,1174
"00637",5245,3.26,457,184,19042,1984,5550,2427,23016
"00638",3175,2.93,351,175,18968,1983,4487,1990,17689
"00641",5070,2.85,427,232,16233,1979,5299,3580,24915
"00646",10250,3.04,574,357,29568,1984,9393,4587,36142
"00647",840,2.69,328,135,14430,1981,1431,842,5198
"00650",3465,2.77,598,376,20362,1983,3611,1636,14301
"00652",785,2.48,671,NA,23813,1991,952,243,3193
"00653",1815,2.51,280,142,11788,1980,2447,1350,9099
"00656",4365,2.85,386,184,19054,1976,4712,1754,18633
"00659",11560,2.83,509,277,20694,1987,9540,3804,37525
"00660",4545,2.49,439,326,20770,1975,4440,1560,15630
"00662",9795,2.87,475,300,17375,1980,8353,7320,40503
"00664",3130,2.95,404,200,16389,1983,3104,2039,15132
"00667",5520,3.01,474,197,15426,1983,5367,3963,23665
"00669",7035,2.82,453,197,17589,1984,6441,3292,27763
"00670",2180,3.27,265,150,15516,1979,2016,1513,8744
"00674",9995,2.73,515,283,19103,1976,10708,7080,39569
"00676",8685,2.81,445,231,17423,1983,8126,3339,36849
"00677",4025,2.64,523,195,24325,1979,3854,1765,15225
"00678",6685,2.86,464,209,18269,1983,6081,2644,25763
"00680",9455,2.4,426,267,15340,1969,9967,5154,43070
"00682",6800,2.64,403,294,15678,1968,6124,2176,31816
"00683",5910,2.71,437,173,16764,1977,7343,6396,29664
"00685",9415,2.82,424,215,16785,1980,9817,5734,40169
"00687",7855,3,505,262,21598,1985,6780,2291,29069
"00688",2725,2.73,478,249,16181,1983,2547,1797,11552
"00690",1455,2.84,NA,453,18142,1988,1563,398,6217
"00692",8725,2.88,572,442,22144,1985,7873,3480,33646
"00693",15710,2.76,530,278,21647,1977,15510,9491,56146
"00694",NA,3.07,NA,NA,NA,1978,28,14,86
"00698",7985,2.9,429,161,16403,1981,8745,4021,34016
"00703",7875,2.75,407,209,22023,1980,5853,2171,25001
"00704",2120,2.8,530,315,18917,1987,1975,741,7179
"00705",6810,2.81,469,199,21282,1984,6814,2624,24414
"00707",2070,2.76,479,183,21365,1983,2798,1088,10615
"00714",3275,2.63,446,282,14933,1980,4685,1560,16183
"00715",290,2.49,236,141,13787,1973,670,206,2012
"00716",6150,2.46,426,328,19164,1974,7395,2804,27746
"00717",2990,2.23,297,290,12228,1968,3117,1923,14568
"00718",5295,2.88,479,245,18333,1982,5862,1684,23412
"00719",6980,3.49,506,237,19197,1981,5508,4012,29555
"00720",4010,3.16,436,186,15485,1984,4476,2272,20717
"00723",3330,2.77,391,217,18107,1989,4213,1589,16265
"00725",22175,2.61,507,451,24262,1977,19457,6821,79153
"00727",17230,2.73,742,672,31204,1984,13624,3022,52829
"00728",10125,2.87,431,272,20542,1977,10394,3141,39669
"00729",13985,2.91,555,392,24289,1983,12249,2659,48227
"00730",7580,2.55,454,244,16734,1973,8279,3406,33251
"00731",2395,2.82,438,165,15097,1985,3011,1473,11131
"00735",3175,2.81,510,287,20864,1982,3020,1062,11621
"00736",13825,2.65,521,370,24099,1979,10856,3801,46167
"00738",7750,2.62,573,450,22162,1978,8039,2410,30468
"00739",10200,2.96,497,288,23021,1985,7559,3456,35105
"00740",540,3.14,513,238,10984,1977,330,91,2020
"00741",1080,2.78,551,381,24143,1976,1146,375,3899
"00745",13155,3.01,554,447,23882,1984,11608,3232,48282
"00751",5045,2.62,468,214,18458,1983,5794,2192,19768
"00754",9625,2.79,541,218,19320,1985,9749,4018,37012
"00757",6385,2.83,533,346,20786,1984,5660,1632,20366
"00765",1250,3.5,470,185,14942,1979,1670,612,8317
"00766",5760,2.83,448,182,20774,1985,5798,1816,22416
"00767",7685,2.61,479,225,17390,1983,8356,3687,31450
"00769",9310,2.7,469,242,18994,1984,9877,3690,35126
"00771",9430,2.94,487,322,23873,1990,9203,2199,34882
"00772",4075,2.75,403,177,16425,1987,4093,1364,18148
"00773",4330,2.63,472,333,22216,1979,4743,1515,17917
"00775",465,2.64,438,241,25104,1994,312,91,1293
"00777",11950,2.85,519,443,22317,1988,9654,2592,38267
"00778",13450,2.82,638,608,35690,1991,10954,2147,41026
"00780",3805,2.91,807,510,23684,1991,3923,1159,12975
"00782",5225,3.64,482,279,14978,1979,2464,2769,18664
"00783",8865,3.24,563,251,19192,1979,7692,3736,34329
"00784",7755,2.47,385,264,17821,1979,9654,4188,36965
"00786",NA,1.86,NA,99,NA,1985,81,55,151
"00791",11875,2.87,458,258,22316,1982,11814,4027,47335
"00794",6940,3.23,428,290,19997,1983,5677,2789,28432
"00795",11485,3,517,246,21252,1984,10817,2831,44055
"00901",1380,2.09,577,777,27426,0,1351,874,8098
"00906",140,1.88,NA,2586,NA,2002,91,0,171
"00907",5965,1.99,849,842,38807,1967,5150,1558,16620
"00909",1230,2.2,566,529,19512,1970,969,867,5007
"00911",2030,1.97,695,753,34413,1965,1811,898,7347
"00912",2055,2.16,597,626,28011,1964,1526,816,6233
"00913",775,2.45,240,273,5746,1947,532,1257,7460
"00915",5120,2.41,421,341,12921,1958,4458,4181,25585
"00917",4155,2.25,511,464,16277,1965,3996,4016,18504
"00918",4850,2.02,604,702,31993,1968,3601,2832,15393
"00920",5495,2.49,725,694,26217,1956,3796,2131,17249
"00921",8920,2.32,559,592,20147,1963,6643,4199,32958
"00923",5990,2.47,435,421,16950,1964,4594,5094,25915
"00924",12335,2.47,451,474,19876,1967,10031,7155,48016
"00925",1265,1.79,492,507,12880,1956,727,1679,6128
"00926",31740,2.61,621,616,35680,1976,26242,10265,94560
"00927",4515,2.28,553,583,36638,1966,3241,1567,13662
"00934",NA,4.59,NA,NA,NA,1948,0,0,124
"00949",21595,2.71,670,514,29319,1978,19452,7570,69785
"00950",NA,NA,NA,NA,NA,NA,0,0,0
"00951",100,2.2,NA,NA,20662,1964,64,64,376
"00952",1780,2.71,469,223,17018,1974,1861,1225,7727
"00953",22520,3.06,694,656,28459,1986,17748,9438,67606
"00956",18935,2.68,587,483,25506,1971,16725,5068,64939
"00957",11550,2.76,623,520,26384,1972,10691,3071,41162
"00959",14655,2.72,587,607,30418,1972,11228,2455,47783
"00960",NA,NA,NA,NA,NA,NA,0,0,3380
"00961",8445,2.71,691,588,34346,1975,7563,1626,30842
"00962",4705,2.65,509,299,17315,1972,4235,3975,20066
"00965",1140,2.81,476,242,15407,1968,1139,896,5392
"00966",4760,2.61,951,1008,50154,1977,4361,958,15737
"00968",1160,2.07,879,755,47372,1977,1304,336,3683
"00969",13320,2.88,898,885,50730,1981,11021,1937,42144
"00971",8670,2.93,602,333,26849,1986,6132,2247,27048
"00976",21495,2.75,574,572,33822,1979,15742,3446,61869
"00979",6400,2.02,950,840,33503,1973,5584,1425,17313
"00982",4060,2.43,592,580,25569,1966,3767,1330,14151
"00983",10430,2.58,596,659,28472,1968,8462,1769,32747
"00985",9635,2.65,570,518,29693,1969,8506,2180,32261
"00987",17690,2.71,731,666,33719,1985,15017,3218,54950
"01001",7195,2.3,1208,1237,72444,1968,4936,810,16088
"01002",7345,2.39,1342,1487,65013,1973,4763,355,27323
"01003",460,2.13,NA,NA,NA,1983,0,0,13711
"01005",2215,2.69,NA,1582,103477,1973,1711,122,4947
"01007",7275,2.59,1110,1520,101076,1984,4964,226,15304
"01008",495,2.31,820,1357,79573,1956,474,109,1171
"01009",360,2.4,NA,1410,64809,1957,295,49,800
"01010",1435,2.46,825,1474,84830,1989,1336,126,3703
"01011",575,2.65,974,1115,75640,1952,393,68,1332
"01012",250,2.22,1083,1283,68894,1966,180,36,503
"01013",8880,2.36,931,1036,52721,1950,4753,1133,22709
"01020",12820,2.29,1036,1055,61963,1959,8221,1471,30704
"01022",860,1.7,1504,1258,50134,1959,762,229,2235
"01026",340,2.36,938,977,76100,1953,369,56,1071
"01027",7760,2.09,1047,1187,64330,1962,5456,572,17708
"01028",6395,2.66,962,1589,95284,1966,5094,614,16386
"01029",210,2.24,NA,1222,88750,1964,199,19,511
"01030",5925,2.52,1091,1466,86136,1971,3987,323,12627
"01031",550,2.59,998,1138,49071,1944,361,24,1577
"01032",210,2.17,1188,1369,83750,1952,180,14,430
"01033",3325,2.41,861,1566,106821,1971,2206,224,6110
"01034",790,2.4,1575,1494,91176,1977,779,73,1991
"01035",2070,2.3,1246,1299,101458,1967,1724,133,5293
"01036",2295,2.44,2045,1355,99400,1966,1906,78,4991
"01037",200,2.41,NA,648,85250,1970,225,20,692
"01038",1155,2.33,1200,1214,90893,1963,821,121,2601
"01039",795,2.36,1215,1394,99896,1966,580,17,1675
"01040",12075,2.48,908,978,45045,1949,5962,2488,38480
"01050",1300,2.42,1103,1210,70800,1958,878,52,2593
"01053",365,2.19,1090,1613,56094,1981,561,39,2016
"01054",655,2.51,1453,1443,97188,1973,623,28,1794
"01056",8660,2.36,1078,1225,72563,1966,6339,887,21050
"01057",3270,2.36,852,1252,72567,1970,2884,299,8288
"01060",5530,2.05,1353,1433,70467,0,3311,488,14975
"01062",3730,2.28,1038,1275,78526,1959,3121,390,9835
"01063",70,NA,NA,NA,NA,1965,0,0,2532
"01066",NA,1.5,NA,NA,NA,1972,34,0,51
"01068",645,2.58,1227,1333,85078,1981,575,40,1621
"01069",3715,2.35,920,1070,64300,1970,2755,230,8870
"01070",245,2.39,895,1107,71000,1970,225,13,621
"01071",575,2.46,885,1217,94286,1967,465,46,1280
"01072",485,2.26,1444,1498,79226,1979,541,67,1374
"01073",2825,2.66,800,1160,110200,1980,2085,39,6158
"01074",NA,3.72,1083,1091,81681,0,41,29,584
"01075",6695,2.13,1025,1173,82278,1960,5680,441,18051
"01077",4325,2.53,1149,1427,100337,1978,3052,503,9292
"01079",NA,2.2,NA,1054,65184,1962,161,0,521
"01080",1060,2.54,1129,1123,80087,1957,571,66,2276
"01081",840,2.47,1111,1377,85938,1983,634,18,1748
"01082",4145,2.23,916,1067,60281,1967,3203,413,10441
"01083",1115,2.89,711,1427,81078,1983,594,140,2701
"01084",35,2.3,NA,879,78750,1950,35,6,101
"01085",17090,2.47,983,1143,74341,1964,10339,1339,41715
"01088",375,1.92,1153,1081,60260,0,188,76,663
"01089",12885,2.25,949,1089,60023,1962,7187,1118,28814
"01092",625,2.34,746,1151,62500,0,274,85,1248
"01093",100,2.24,NA,1663,96500,1975,62,3,157
"01094",NA,2.26,NA,537,NA,1957,31,16,70
"01095",6730,2.65,906,1572,124327,1963,4865,452,14737
"01096",1190,2.28,1318,1488,89643,1967,897,84,2413
"01097",NA,2.46,NA,1833,70909,0,15,0,64
"01098",415,2.04,810,1193,86364,1962,474,66,1042
"01103",550,1.47,930,925,20978,0,134,402,2168
"01104",7430,2.5,985,1127,41402,1948,4333,1740,23226
"01105",2445,2.31,788,792,23331,0,458,1041,12527
"01106",5565,2.59,1759,2055,129339,1957,5411,203,16150
"01107",2535,2.88,769,879,31698,0,1289,862,12387
"01108",8705,2.56,1034,1137,41153,0,4237,1901,26257
"01109",8525,2.91,953,1013,37887,1944,3970,1908,31242
"01118",6100,2.59,1056,1375,70295,1956,4610,379,15073
"01119",4550,2.42,1026,1199,50729,1959,3705,792,13803
"01128",1405,2.85,1700,1409,79015,1966,1055,110,3232
"01129",2670,2.32,1108,1197,75944,1968,1961,320,5916
"01144",NA,NA,NA,NA,NA,NA,0,0,0
"01151",3310,2.63,1134,1157,47234,1952,1771,626,9640
"01201",18035,2.22,968,1081,60060,1948,12672,2414,45372
"01220",3235,2.06,837,871,49691,0,2273,531,8161
"01222",325,2.61,1111,1393,61840,1975,267,31,754
"01223",1130,2.17,1448,1197,64750,1976,1132,146,2658
"01224",NA,2.33,NA,1231,NA,0,67,14,186
"01225",1320,2.15,1250,1091,69069,1964,1329,189,3243
"01226",2635,2.16,903,1151,72664,1958,2153,242,6356
"01229",NA,1.61,1281,1000,NA,1941,60,25,142
"01230",3120,2.17,1036,1329,71281,1966,2842,456,9139
"01235",1230,2.36,851,1098,66516,1975,893,143,2610
"01236",740,2.25,1294,1356,77588,0,543,12,1632
"01237",905,2.28,1155,1134,78413,1975,948,54,2332
"01238",2590,2.37,1041,1193,69840,1958,1765,104,5626
"01240",1480,2.11,1047,1151,72200,1964,1337,201,4926
"01242",NA,2.95,NA,1427,NA,0,93,0,279
"01243",70,2.04,NA,970,74688,1956,80,0,163
"01244",50,2.41,NA,1618,53462,1959,55,23,164
"01245",265,2.07,NA,941,101488,1975,339,21,771
"01247",5690,2.21,823,928,51959,1944,4061,805,15405
"01253",380,2.03,NA,1228,93625,1982,366,48,879
"01254",440,2.26,NA,1412,97500,1969,430,28,995
"01255",315,2.64,1313,1192,76750,1973,304,41,865
"01256",305,2.15,692,954,51250,1977,315,29,708
"01257",750,2,941,1216,64531,1953,778,122,2034
"01258",65,2.09,NA,1322,92917,1961,73,8,161
"01259",180,2.47,NA,1443,110417,1971,257,36,720
"01260",NA,4.09,NA,2173,123367,1963,81,0,331
"01262",350,2.09,854,1151,51875,1953,439,91,1627
"01264",95,2.2,1313,925,73333,0,74,28,252
"01266",385,2.17,1643,1410,85406,1974,357,12,920
"01267",1835,2.16,994,1239,95360,1955,1952,151,8166
"01270",445,2.55,NA,1559,99063,1977,372,24,949
"01301",6265,2.11,934,1060,52569,1947,4607,774,17901
"01330",585,2.19,846,1250,74355,1962,586,87,1542
"01331",5320,2.52,900,1096,61990,1956,3984,434,13870
"01337",1060,2.47,888,1373,75938,1970,835,63,2492
"01338",NA,1.54,NA,742,57344,0,60,6,97
"01339",495,2.33,963,1059,65139,1972,552,89,1493
"01340",780,2.28,1006,1114,64097,1965,669,125,1818
"01341",575,2.27,1412,1363,86875,1971,614,35,1658
"01342",325,2.65,NA,1703,99732,1968,258,38,1135
"01343",75,2.53,NA,1125,74545,1984,48,11,152
"01344",650,2.49,855,1107,66319,1951,535,81,1697
"01346",160,2.26,NA,1180,99082,1987,171,22,407
"01347",NA,2.16,NA,1568,67500,1951,42,0,207
"01349",315,2.19,1101,1259,63717,0,244,51,715
"01350",50,2.19,1000,875,NA,1964,40,9,114
"01351",1160,2.6,1172,1332,100078,1977,805,73,2725
"01354",610,2.45,855,1264,72500,1971,472,33,1708
"01355",450,2.45,1083,1364,72064,1972,360,38,1010
"01360",1220,2.36,966,1265,83750,1967,1019,146,2899
"01364",2735,2.53,837,1000,53039,1960,2096,361,7684
"01366",485,2.32,1182,1125,77500,1963,414,64,1141
"01367",155,2.66,1275,967,67500,1954,161,28,473
"01368",605,2.65,908,1207,89417,1978,485,104,1461
"01370",1290,2.15,938,1105,69643,1952,1189,112,3690
"01373",2300,2.15,986,1382,83826,1975,1827,336,5076
"01375",1830,2.17,1435,1284,58750,1976,727,22,3667
"01376",1940,2.09,948,1008,50921,1948,1276,472,4968
"01378",325,2.39,1313,1079,75179,1972,297,30,762
"01379",285,2.13,1403,1045,60372,1978,311,108,819
"01380",NA,3.36,NA,450,72500,0,14,5,47
"01420",15980,2.44,1008,1242,60390,1951,9189,1479,41766
"01430",2350,2.85,1907,1703,103762,1985,2014,27,6316
"01431",1490,2.46,1024,1540,95536,1965,1208,45,3189
"01432",3930,2.22,1171,1475,97097,1976,2416,295,7912
"01434",570,3.41,NA,2271,140391,1980,315,0,2245
"01436",1035,2.79,1030,1240,75833,1951,977,258,3673
"01438",NA,2.91,NA,1160,77381,1965,102,0,365
"01440",7755,2.25,915,1059,53400,1952,5088,886,21310
"01450",4150,2.9,1267,2335,169643,1984,3353,87,11218
"01451",1470,3,1125,2570,174444,1969,1582,34,5068
"01452",1890,2.73,1052,1472,105938,1988,1444,120,4338
"01453",19140,2.41,1064,1227,69525,1964,11363,1263,43478
"01460",3905,2.83,1332,2104,140511,1974,3043,93,10063
"01462",4970,2.62,1505,1659,101540,1970,3598,201,11657
"01463",5065,2.67,1093,1966,111827,1980,3583,208,11707
"01464",2605,2.53,899,1772,111875,1974,1831,181,7400
"01468",2270,2.5,1304,1576,98925,1994,1452,64,4058
"01469",3470,2.64,1107,1769,103984,1975,2317,139,7479
"01473",3480,2.61,1541,1633,107738,1976,2774,111,8148
"01474",925,2.45,1909,1723,108068,1967,626,22,1665
"01475",3880,2.72,752,1389,85000,1982,2734,405,10292
"01501",6950,2.53,1007,1548,94267,1959,5642,589,16684
"01503",1335,2.53,792,1673,106908,1993,1095,51,3326
"01504",4425,2.36,1075,1429,89129,1970,2953,241,9188
"01505",1865,2.61,1513,1906,127833,1979,1487,40,4810
"01506",1660,2.46,955,1313,75329,1979,1215,169,3435
"01507",5645,2.76,1081,1597,106558,1983,3885,286,13312
"01510",6840,2.35,1186,1343,84938,1951,3523,425,15221
"01515",945,2.44,887,1220,70660,1959,649,97,2040
"01516",4265,2.89,1274,1867,133854,1985,2646,216,9186
"01518",1475,2.57,1300,1491,78673,1985,927,139,3299
"01519",3100,2.85,1728,2148,128824,1984,1924,40,7626
"01520",7200,2.75,1421,1897,128245,1967,5185,326,16752
"01521",1185,2.34,1172,1318,82500,1979,999,63,2591
"01522",1325,2.51,955,1436,109867,1980,998,56,2907
"01523",2345,2.5,1524,1834,109651,1964,2271,151,8359
"01524",2900,2.71,937,1392,80702,1970,1856,213,6296
"01525",NA,NA,NA,NA,NA,NA,0,0,31
"01527",5895,2.65,1284,1477,96672,1966,3786,337,13827
"01529",1480,2.48,1199,1423,82131,1977,1088,96,3166
"01531",450,2.45,772,1267,86667,1980,359,39,1052
"01532",6555,2.73,1992,2398,148010,1979,4696,62,15605
"01534",2705,2.54,975,1777,115439,1983,1917,218,6169
"01535",2300,2.52,860,994,77313,1955,1307,257,4757
"01536",2770,2.36,1055,1729,89886,1971,2208,251,7141
"01537",1035,2.27,1133,1284,61514,1980,532,194,1775
"01540",5225,2.88,1021,1681,110195,1968,3338,198,11529
"01541",1400,2.67,872,1707,148438,1979,1229,40,3502
"01542",935,2.63,1397,1714,88295,1982,878,68,2667
"01543",3630,2.94,1005,1846,132000,1986,2605,69,8988
"01545",14780,2.76,1676,1889,117909,1979,10358,544,38291
"01550",6390,2.46,959,1090,50414,1949,3270,970,17643
"01560",1895,2.5,1164,1545,89779,1985,1209,66,4773
"01561",NA,4.06,NA,NA,NA,NA,17,0,69
"01562",5100,2.29,919,1169,68559,1968,3331,698,11963
"01564",3610,2.42,1325,1721,119000,1974,2866,70,8015
"01566",2865,2.49,1379,1724,105417,1974,2303,113,6507
"01568",2825,2.94,916,2256,141250,1981,2365,164,7826
"01569",6120,2.61,1334,1632,115304,1982,4396,264,13948
"01570",6790,2.34,994,1180,64305,1961,4431,921,17664
"01571",4900,2.55,1050,1232,75465,1967,2800,373,11890
"01581",7670,2.6,1790,1980,118185,1976,4852,381,21213
"01583",3030,2.36,1124,1583,94464,1965,2280,249,7607
"01585",1990,2.38,955,1275,71667,1974,1582,188,4864
"01588",4480,2.52,1074,1316,81438,1961,2450,424,10206
"01590",4485,2.76,1178,1623,123542,1980,2915,283,9219
"01602",10580,2.38,1250,1422,76287,1949,6481,740,26711
"01603",7505,2.59,1108,1222,53166,0,3635,877,20184
"01604",16125,2.4,1295,1382,63107,1955,7403,1496,40961
"01605",9245,2.52,1107,1174,45709,1955,3335,1735,30353
"01606",10230,2.43,1308,1429,74765,1950,5995,801,22883
"01607",3295,2.25,1109,1211,57880,1951,1426,420,8836
"01608",1055,2.38,1269,1260,37962,1962,147,199,4782
"01609",6330,2.16,1134,1239,49333,1953,3547,1262,23509
"01610",6500,2.33,1089,1104,35642,0,1524,1586,26057
"01611",1135,2.82,913,1300,103405,1951,609,44,2209
"01612",2055,2.71,1125,1808,123958,1966,1445,107,5005
"01701",13530,2.48,1666,1933,120811,1964,10311,553,33319
"01702",14040,2.46,1494,1602,71602,1963,5150,1060,38842
"01718",310,3.36,NA,2308,173000,1976,156,0,767
"01719",2460,2.51,1458,1711,136875,1979,1637,52,5471
"01720",7835,2.65,1648,2293,138220,1974,6213,335,23107
"01721",8040,2.44,2018,2121,115959,1984,5792,386,18646
"01730",4660,2.51,2094,2266,140647,1970,3914,246,14233
"01731",585,3.87,3031,3031,105909,1974,0,0,1917
"01740",1950,3.01,NA,2911,167132,1983,1743,48,5606
"01741",1500,2.9,1389,3221,216000,1975,1675,53,5215
"01742",4685,2.66,2271,2745,168934,1967,4745,158,18393
"01745",280,2.5,1736,1739,148207,1956,147,16,538
"01746",5985,2.68,1235,2217,142339,1966,4828,363,14386
"01747",2430,2.81,1340,1710,113300,1956,1673,220,6012
"01748",7070,2.81,2082,2798,179192,1988,5722,243,18501
"01749",7970,2.49,1364,1568,94191,1972,5795,379,20032
"01752",17545,2.39,1527,1707,86230,1972,9877,938,41505
"01754",4995,2.5,1322,2020,112432,1963,3369,98,10702
"01756",2990,2.98,1350,2205,133850,1987,1895,100,6212
"01757",12930,2.62,1458,1661,89273,1970,8127,1135,30294
"01760",13750,2.38,1778,1968,123109,1963,10195,851,36354
"01770",1295,2.91,1638,3377,218906,1970,1418,91,4406
"01772",3740,2.89,1125,2602,173056,1981,3099,89,9842
"01773",1315,2.43,1793,2252,172891,1972,1599,128,5155
"01775",2500,2.69,1435,2658,147841,1974,2262,55,7130
"01776",6355,3.02,1232,3387,217847,1972,5750,141,18912
"01778",4850,2.9,1067,3032,203125,1961,4408,103,14060
"01801",16825,2.5,1843,1922,95184,1967,9528,1160,40967
"01803",10630,2.58,2165,2111,124755,1972,7547,345,26234
"01810",12490,2.63,1771,2515,155252,1971,10774,379,35600
"01821",15415,2.7,1783,1907,126146,1971,9240,385,31499
"01824",10355,2.67,1828,2143,130215,1967,8276,322,26574
"01826",14720,2.61,1467,1647,94882,1977,9943,1138,32313
"01827",1645,2.97,1625,2310,177803,1985,1068,16,3369
"01830",11340,2.48,1277,1462,66052,1946,5659,1243,27403
"01832",10045,2.56,1368,1521,70910,1971,5585,958,25526
"01833",3630,2.62,1942,2188,130240,1973,2470,183,8384
"01834",3295,2.66,1432,2161,121711,1966,2320,125,6739
"01835",7190,2.58,1354,1471,92880,1970,3971,170,14164
"01840",1515,2.2,987,994,28347,1953,47,1021,6814
"01841",17505,3.07,1319,1382,47527,0,5286,3564,53180
"01843",10895,2.71,1390,1488,61362,1950,3474,1538,27804
"01844",22140,2.77,1328,1604,87181,1968,13760,1364,52502
"01845",12090,2.7,1887,2198,120954,1976,7795,478,31394
"01850",5820,2.77,1306,1426,59571,0,2792,797,16438
"01851",14075,2.84,1404,1513,72133,0,4821,1699,32469
"01852",14150,2.46,1294,1376,68256,1951,6889,2466,36740
"01854",10845,2.44,1189,1343,58422,1961,3786,1596,29157
"01860",2940,2.58,1130,1423,88832,1986,2066,200,6698
"01862",4305,2.42,1628,1831,106964,1975,3138,143,10719
"01863",4020,2.6,1402,1733,108427,1972,3043,196,9697
"01864",6415,2.63,2022,2339,123813,1973,4763,82,15549
"01867",9480,2.73,1619,2347,145471,1958,7968,429,25511
"01876",14655,2.55,2130,2119,112917,1981,10068,800,30930
"01879",5360,3.07,1596,1887,130509,1989,3450,78,12454
"01880",10475,2.45,1643,2000,110878,1957,7892,594,27179
"01886",9720,2.88,2134,2449,161076,1984,7538,355,24535
"01887",9890,2.97,2186,2348,146250,1976,6627,270,23311
"01890",7060,2.77,2063,2786,184844,1953,6703,443,22875
"01901",555,1.86,905,1026,24207,0,137,301,2291
"01902",16360,2.7,1365,1532,53802,0,7352,3163,51008
"01904",8320,2.83,1396,1852,94006,1950,5601,596,19912
"01905",10140,2.88,1370,1564,64885,1942,4341,892,26962
"01906",12045,2.67,1140,1762,93737,1959,8211,1011,28521
"01907",5025,2.44,2046,2428,112668,1949,4473,292,15183
"01908",1470,1.97,1763,1802,99456,0,1395,73,3354
"01913",8075,2.32,1245,1684,87433,1966,4918,474,17286
"01915",14725,2.32,1442,1781,89076,1957,9750,1575,41545
"01921",3055,2.85,914,3193,186899,1975,2799,0,8265
"01922",1335,3.17,NA,2860,193667,1982,1121,26,3929
"01923",12130,2.48,1681,1935,105654,1965,7807,715,27789
"01929",1280,2.73,1534,1948,115670,1968,1075,26,3650
"01930",12160,2.24,1256,1497,82984,1946,8261,1214,29814
"01937",NA,NA,NA,NA,NA,NA,0,0,177
"01938",5635,2.44,1271,1823,111701,1968,4176,422,13740
"01940",4945,2.79,1752,2586,144116,1965,4001,300,13023
"01944",1605,2.58,1725,2844,193279,1945,1575,4,5382
"01945",6455,2.51,1567,2342,154049,1944,6552,208,20397
"01949",3865,2.73,1449,2284,155482,1986,2862,120,9726
"01950",6465,2.39,1366,1926,115807,0,5806,422,18282
"01951",1325,2.1,NA,2321,122344,1954,1153,37,2816
"01952",3875,2.34,1565,1830,92048,1982,3150,257,9152
"01960",23555,2.36,1620,1622,83539,1965,14831,2207,54051
"01965",655,2.55,NA,2723,223570,1984,336,0,903
"01966",2340,2.1,1632,1622,88377,1946,2269,302,7014
"01969",3055,2.62,1321,2030,124196,1980,1862,165,6135
"01970",16420,2.17,1489,1674,72994,0,10183,1693,44372
"01982",2520,2.9,1356,2149,116955,1957,2110,69,7641
"01983",2110,2.89,1115,2573,155208,1970,1939,127,6530
"01984",1555,2.65,NA,2773,154375,1960,1128,93,5006
"01985",1770,2.82,2250,2505,164250,1979,1476,19,4500
"02019",7300,2.71,1628,1793,109042,1973,4915,297,16934
"02021",8640,2.56,1931,2091,118814,1974,7152,524,24122
"02025",2345,2.61,1250,2800,156689,1962,2519,128,8295
"02026",9925,2.34,1795,2037,108047,1955,7422,668,25308
"02030",1555,3.08,2575,3607,250001,1969,1786,39,5894
"02032",1380,3.2,1702,2223,161292,1961,1268,8,4878
"02035",7145,2.53,1577,1889,95410,1973,5148,222,18431
"02038",13360,2.63,1519,2049,127608,1985,9693,357,33057
"02043",6010,2.57,2149,2786,154300,1974,7621,636,24061
"02045",4530,2.31,1672,1986,117120,1945,3505,212,10120
"02047",125,2.1,NA,NA,93309,1951,72,0,187
"02048",10050,2.72,1387,1863,122274,1979,6515,319,23768
"02050",10330,2.54,1334,2025,109524,1969,8229,397,25841
"02052",3960,2.91,1504,2648,196820,1972,3767,125,12775
"02053",6040,2.8,1300,2144,147276,1973,4192,219,13610
"02054",3345,2.74,1770,1994,131138,1976,2606,92,8481
"02056",3260,3.13,1439,2797,168281,1984,2836,46,11531
"02061",4140,3.09,1923,2803,172022,1970,3235,114,11258
"02062",12555,2.37,1730,1788,96414,1961,6923,872,31256
"02066",6555,2.51,1192,2251,132639,1959,6496,264,18781
"02067",5630,2.88,1802,2582,157928,1971,5712,317,18477
"02071",425,3.26,NA,1406,183894,1981,359,0,1248
"02072",12020,2.55,1722,1911,94823,1967,8458,832,29028
"02081",7140,2.75,1544,2348,129972,1973,5846,376,20287
"02090",5085,2.94,1944,2707,171071,1966,4658,261,16066
"02093",5030,2.64,1243,2103,147201,1979,3850,177,12077
