"ADDRESS_ZIP_CODE","AGG_NUM_VEHICLES","AVG_HOUSEHOLD_SIZE","MED_GROSS_RENT","MED_HOUSING_COST","MED_INCOME","MED_YEAR_BUILT","MONTHLY_OWNER_COSTS","NO_INTERNET","TOTAL_POP"
"60134",10505,2.79,1720,2141,134179,1993,9339,218,30514
"60135",3390,2.62,977,1092,78995,1991,1891,126,7069
"60136",3080,3.04,2064,2087,101689,2003,2278,182,8350
"60137",12705,2.64,1169,1942,121996,1969,11827,665,38648
"60139",14905,2.93,1357,1382,77513,1977,7351,418,33520
"60140",7600,2.97,1609,1831,100439,2004,5600,363,20859
"60141",NA,NA,609,609,14539,1982,0,0,298
"60142",9950,2.36,1367,1233,80819,2004,11210,997,29478
"60143",5060,2.48,1476,1859,111057,1975,3511,164,11673
"60144",40,2.26,1125,950,56250,0,35,0,97
"60145",995,2.62,1049,1452,88438,1979,759,69,2607
"60146",1060,2.51,952,1179,76488,1970,631,72,2324
"60148",21415,2.59,1521,1575,90290,1970,14504,1406,53072
"60150",815,2.96,863,1245,75000,1967,456,64,1998
"60151",1870,2.66,1597,1694,111750,1976,1356,57,4068
"60152",5575,2.71,976,1180,86627,1978,3393,312,12471
"60153",8165,2.98,1046,1212,58764,0,4801,1587,23547
"60154",6820,2.44,1587,1561,94151,1957,6236,779,16837
"60155",3010,2.59,1026,1135,56751,1954,2045,482,8005
"60156",13255,2.93,1572,1691,102106,1995,8340,191,29024
"60157",1070,2.64,NA,1263,101979,1967,945,56,2553
"60160",9730,3.18,1132,1185,58871,1957,4259,1099,25417
"60162",2975,2.7,1341,1343,62224,1959,1854,331,8286
"60163",2240,2.77,985,1145,73814,1956,1775,163,5307
"60164",8465,2.99,987,1173,65401,1957,5257,994,21719
"60165",1855,3.53,1064,1146,68268,1963,654,137,4611
"60169",14600,2.79,1439,1474,82177,1973,7769,493,34188
"60171",4050,2.8,1168,1214,65625,1959,2342,398,10571
"60172",10965,2.62,1398,1582,95258,1977,7221,522,24407
"60173",5705,2.14,1554,1571,96393,1984,2276,229,14016
"60174",12950,2.41,1513,1656,93969,1979,8274,724,30382
"60175",9650,2.97,2919,2423,169533,1994,8414,137,26677
"60176",5300,2.72,1166,1225,59420,1965,2396,801,11680
"60177",10695,2.91,1538,1707,113304,1995,6670,458,23859
"60178",9065,2.55,947,1239,77489,1990,5757,354,21684
"60180",680,2.88,1692,1407,97123,1976,472,39,1596
"60181",12380,2.71,1417,1452,80943,1962,7668,570,30488
"60183",NA,NA,NA,NA,NA,NA,0,0,0
"60184",1200,2.77,NA,2911,144097,1990,873,48,2543
"60185",13855,3.18,1259,1556,88486,1977,8248,784,34471
"60187",9630,2.65,1547,1863,113544,1968,7390,393,30465
"60188",18015,2.79,1327,1531,96298,1984,10589,624,42290
"60189",11140,2.58,1574,1766,110592,1978,9439,322,30550
"60190",4350,2.57,2082,1747,131449,1984,4039,201,11448
"60191",6260,2.72,1536,1459,80411,1974,4024,400,14136
"60192",6410,2.83,2193,2164,134481,1986,5176,34,16391
"60193",16850,2.5,1488,1456,82287,1976,11788,642,40150
"60194",8520,2.51,1662,1590,85837,1980,5663,523,20467
"60195",1720,2.14,1497,1472,79385,1979,704,30,4865
"60201",8185,2.28,1630,1850,81128,1952,9285,896,43452
"60202",9560,2.43,1465,1629,92433,1946,7785,507,34793
"60203",1500,2.83,1773,2133,132500,1955,1534,21,4728
"60208",NA,NA,NA,NA,NA,NA,0,0,209
"60301",1005,1.54,2034,1950,90283,1984,353,116,2890
"60302",8725,2.27,1217,1716,91020,0,8490,945,33039
"60304",5045,2.76,1220,1984,127195,0,4811,134,18171
"60305",2740,2.4,1375,2275,129263,1945,3956,213,11742
"60401",3370,2.67,949,1181,81193,1986,2369,525,7852
"60402",23340,2.92,1058,1200,65076,0,13701,2158,65326
"60403",7525,2.25,1230,1241,63099,1992,5186,817,17095
"60404",7720,2.83,1654,1638,110349,1999,6374,380,19651
"60406",8590,2.78,950,958,50095,1958,4511,1508,25007
"60407",630,2.71,1114,986,61429,1987,469,88,1623
"60408",2445,2.6,1123,1174,77847,1992,1660,107,5488
"60409",11300,2.59,1000,1037,52994,1967,8152,1560,36065
"60410",5855,3.09,1520,1755,102521,1996,3976,151,13949
"60411",17095,2.91,1034,990,52769,1967,11736,2622,53242
"60415",5655,2.58,1025,1073,56494,1972,3046,514,14413
"60416",3805,2.38,1035,1034,70027,1984,3022,361,9307
"60417",5705,2.52,1128,1369,78725,1975,5386,591,15607
"60418",4320,2.19,1094,994,65735,1976,3444,336,10910
"60419",5940,2.73,1315,1265,53047,1962,5491,907,21588
"60420",1755,2.51,840,874,62286,1964,1254,390,4750
"60421",1920,2.49,1000,1318,91991,1979,1406,44,3838
"60422",2540,2.82,2022,2124,125069,1966,3391,141,10531
"60423",13460,2.97,1275,1911,123776,1990,10096,472,32480
"60424",995,2.67,939,972,72188,1969,648,74,2256
"60425",2835,2.71,1574,1309,64859,1969,2594,284,8680
"60426",6805,2.76,930,907,35810,1960,4443,1303,23963
"60428",2790,3.24,1514,1149,44773,1961,2353,422,11316
"60429",4430,2.86,1314,1283,53575,1968,3298,1046,15018
"60430",6605,2.64,1211,1225,81500,1961,5994,372,20351
"60431",11760,3.09,1561,1710,99715,1999,7618,316,26965
"60432",7740,3.15,1066,1085,54457,1962,3390,982,19927
"60433",5485,2.93,1113,1067,55851,1956,3414,915,16045
"60435",20405,2.52,1039,1161,64508,1962,11794,2017,48131
"60436",7160,2.82,1139,1152,53113,1959,3343,911,19013
"60437",50,2.56,NA,960,104375,0,30,4,87
"60438",11065,2.59,1069,1194,62290,1966,7863,919,29390
"60439",9470,2.84,1140,1579,116865,1992,7579,513,24589
"60440",21565,2.97,1425,1543,83292,1978,12823,1264,51310
"60441",15115,2.83,1344,1528,88331,1991,9827,923,37688
"60442",5705,2.94,988,1743,112972,1998,3938,204,12758
"60443",7515,2.55,1274,1547,79979,1991,6268,522,21043
"60444",835,2.71,925,1212,76761,1970,581,47,1943
"60445",5515,2.53,1116,1160,59744,1964,4457,769,14666
"60446",17790,3.23,1670,1559,87994,1998,10563,602,41247
"60447",7085,3.02,1232,1672,100074,2002,4476,188,15544
"60448",11025,2.8,1316,1781,110681,1993,8112,353,25172
"60449",4075,2.63,872,1689,88688,2001,3408,285,9579
"60450",8850,2.39,1036,1119,75833,1980,5417,908,20540
"60451",16020,2.97,1205,1794,117667,1993,11493,399,36681
"60452",11370,2.67,1128,1320,81910,1975,8166,815,27247
"60453",20865,2.61,1144,1224,70787,1967,17959,3049,58032
"60455",6530,2.77,972,1065,58451,1972,4105,923,17332
"60456",1625,2.28,NA,978,52639,1955,1369,295,4324
"60457",5540,2.8,1008,1163,72188,1969,3566,632,14034
"60458",5640,2.91,1141,1150,54685,1978,2648,411,15080
"60459",10795,3.07,1142,1231,73466,1964,7537,1001,29312
"60460",465,2.37,770,915,66250,1951,440,82,1318
"60461",1440,2.57,2861,2150,96000,1975,1633,205,4988
"60462",15375,2.53,1342,1371,86621,1982,13259,1082,40950
"60463",4900,2.59,1447,1592,101090,1975,4902,345,14039
"60464",3300,2.6,2008,1435,114766,1982,3409,352,9811
"60465",6880,2.35,1161,1181,72570,1976,6037,719,18379
"60466",7575,2.58,1310,1030,58940,1958,4711,836,21549
"60467",9130,2.62,1396,1572,96412,1995,8807,687,25322
"60468",2685,2.54,968,1192,92386,1975,1704,242,5752
"60469",2370,3.49,1105,1163,55547,1962,1180,215,5732
"60470",190,2.28,625,672,73000,1945,138,29,370
"60471",4605,2.59,1068,1269,66382,1979,2693,670,13255
"60472",1080,3,883,852,34952,1964,849,398,4863
"60473",6465,2.87,1703,1579,72735,1967,6145,560,21939
"60474",290,2.28,1034,933,78750,1959,255,53,702
"60475",3665,2.39,903,977,54067,1964,2770,694,10010
"60476",1025,2.33,1031,1026,59632,1954,779,124,2299
"60477",15790,2.39,1246,1392,80233,1981,12480,1180,37073
"60478",5405,2.9,1589,1277,64809,1977,4453,518,16758
"60479",355,2.16,1048,1027,88750,1968,256,28,740
"60480",2425,2.48,1335,1785,94087,1977,1705,127,5341
"60481",4930,2.39,894,1021,70125,1976,3434,559,11313
"60482",4235,2.45,1090,1105,51672,1969,2711,796,11157
"60484",2110,2.72,1062,1140,65007,1976,1561,221,6678
"60487",10945,2.89,1196,1746,119671,1994,8627,529,26336
"60490",9510,3.55,2230,2327,139559,2002,5885,10,22497
"60491",9135,2.98,1170,1974,121275,1989,7222,282,22897
"60501",3850,3.23,923,962,52276,1955,2118,566,11772
"60502",8065,2.77,1741,1878,133674,1998,6623,107,23066
"60503",6615,3.05,1758,1864,112884,2003,4789,111,16752
"60504",15945,2.85,1720,1677,87038,1994,8552,475,39454
"60505",24740,3.32,1131,1089,59216,1956,10961,3237,61702
"60506",19785,2.8,1157,1260,66867,1966,11285,2080,49801
"60510",11275,2.66,1181,1779,110190,1983,8310,658,28696
"60511",735,2.76,1152,1527,102857,1972,573,90,1835
"60512",765,2.96,NA,2226,93302,1982,287,34,1089
"60513",7505,2.55,1079,1510,89896,1952,6097,824,19535
"60514",2680,2.58,1154,1944,101649,1974,3020,188,9722
"60515",9380,2.42,1452,1638,107554,1968,9213,817,29144
"60516",10190,2.46,1548,1549,104143,1976,9127,533,29163
"60517",13805,2.62,1398,1561,90310,1979,8248,593,33318
"60518",1490,2.42,942,949,65819,1956,1044,233,3650
"60519",NA,1.67,NA,1583,NA,1957,24,0,40
"60520",1170,2.52,1204,1485,84773,1973,896,32,2888
"60521",4140,2.94,1847,3053,216286,1973,5261,140,18004
"60523",2805,2.31,638,1680,103494,1975,3483,557,10173
"60525",10450,2.53,1240,1510,99004,1967,9751,917,31681
"60526",3985,2.56,1243,1604,101716,1956,3802,344,13572
"60527",10470,2.35,1545,1560,107003,1980,9717,519,28589
"60530",310,3.34,955,1224,92917,1956,193,18,791
"60531",735,2.61,1438,1343,67188,1963,580,67,2073
"60532",10865,2.23,1381,1529,93341,1979,7153,697,29144
"60534",3660,2.72,1006,1120,68004,1958,2478,579,10647
"60536",60,2.44,1063,1125,83750,1958,40,4,122
"60537",325,2.68,1063,1366,81500,1970,224,18,653
"60538",13420,3.12,1633,1636,84896,1996,7710,439,29725
"60539",NA,NA,NA,NA,NA,NA,0,0,212
"60540",15110,2.67,1624,2026,138270,1982,11772,450,42911
"60541",1315,3.03,1375,1554,97472,1974,942,96,3377
"60542",7790,2.57,1342,1651,89382,1996,5239,312,18229
"60543",15955,2.85,1030,1754,105835,1998,11803,663,39625
"60544",10750,2.74,1616,1696,97063,1996,8708,473,27606
"60545",5960,2.85,1517,1457,83342,1985,3555,707,13468
"60546",5935,2.55,1153,1517,88072,1951,4908,545,16728
"60548",5025,2.71,1087,1135,76220,1980,3538,358,12149
"60549",325,3.93,NA,1481,108813,2001,124,14,594
"60550",410,2.13,764,1038,70665,1955,366,59,1120
"60551",1440,2.31,920,1159,74367,1988,1233,86,5125
"60552",1770,2.77,1317,1512,93031,1980,1197,106,4286
"60553",320,2.59,1042,1119,82500,1942,230,15,688
"60554",4305,2.74,1321,1867,111071,1999,4107,184,12043
"60555",6175,2.62,1517,1511,90359,1979,4148,284,13924
"60556",860,3.06,880,1277,83200,1961,622,52,2297
"60557",NA,3.1,NA,698,97647,0,84,41,260
"60558",3620,3,2234,2798,196638,1960,4398,169,13550
"60559",9700,2.41,1280,1338,80926,1976,5720,770,24706
"60560",11455,2.92,1492,1945,106429,2002,7630,562,26499
"60561",9625,2.52,1561,1559,103730,1978,7483,395,23444
"60563",13305,2.41,1570,1641,100438,1986,8646,584,38704
"60564",15385,3.1,1953,2385,160148,1996,12905,110,46390
"60565",13665,2.86,1660,2179,144668,1985,12092,210,39200
"60585",9755,3.32,1978,2390,140845,2003,6676,141,24471
"60586",21450,3.45,1918,1831,116675,2000,12863,300,48227
"60601",2040,1.62,2331,2399,123115,2001,2715,305,14804
"60602",NA,1.9,2137,2663,235666,1977,382,0,1142
"60603",125,1.5,2246,2387,114394,2002,486,13,1275
"60604",105,1.71,2169,2243,67938,0,123,0,687
"60605",6335,1.67,2228,2303,112162,2002,7939,477,32077
"60606",465,1.38,2125,2130,130196,2002,877,0,3298
"60607",5360,2,2118,2271,109634,1995,6038,314,29990
"60608",18540,2.63,1071,1163,61490,0,10977,2716,83689
"60609",14595,2.75,889,935,43048,0,8453,3496,61861
"60610",5795,1.63,1829,2011,99246,1976,9467,1393,42422
"60611",6250,1.54,2159,2334,117344,1984,10343,348,34562
"60612",7190,2.32,1130,1317,52126,1969,4502,2366,33908
"60613",10800,1.87,1464,1643,88267,1958,10975,1182,53282
"60614",13900,2.02,1811,2186,123610,1969,15355,1599,72119
"60615",7345,1.89,1276,1402,51179,1955,6587,1984,41767
"60616",13505,2.06,1179,1322,65489,1966,9510,2543,53085
"60617",21645,2.79,917,935,46156,1941,16994,4117,84193
"60618",27125,2.57,1327,1660,91650,0,18599,3262,95078
"60619",14530,2.26,951,999,43329,1945,12354,6264,63481
"60620",14945,2.67,985,1027,40117,1949,12356,5898,69357
"60621",4075,2.4,895,891,24912,1947,2580,2598,26538
"60622",15035,2.18,1735,1990,110694,0,9957,1548,54650
"60623",18400,2.93,943,946,35890,0,9635,5943,77352
"60624",6670,2.74,1055,1072,29102,1942,3487,2348,36986
"60625",20215,2.52,1318,1447,76088,0,12259,2367,80028
"60626",10900,2.01,1111,1178,51562,1942,6426,2911,50295
"60628",15475,2.75,1047,1027,46665,1950,13274,4367,64489
"60629",28750,3.23,938,994,46217,1952,18908,6449,107487
"60630",18105,2.6,1193,1368,84220,1942,14253,2543,55591
"60631",11510,2.47,1292,1561,103588,1954,9106,1760,30589
"60632",23120,3.34,924,1009,48791,1945,14496,4640,87395
"60633",4020,2.42,1065,964,54074,1954,3287,672,12674
"60634",30385,2.8,1151,1334,75878,1951,20292,3958,77520
"60636",5310,2.65,981,879,27831,0,5267,3200,30412
"60637",7200,2.15,1024,1084,31720,1948,5338,3064,49514
"60638",21960,2.84,1102,1165,76258,1958,16475,2650,58959
"60639",26685,3.37,1094,1185,53197,0,12759,4437,89037
"60640",14285,1.8,1230,1372,63660,1941,12131,3738,67936
"60641",23120,2.84,1121,1311,72950,0,13403,3308,71003
"60642",5860,2.03,1910,2179,131201,1987,3832,656,21374
"60643",13780,2.72,1225,1279,73285,1949,13140,2019,49796
"60644",9645,2.61,992,1028,31816,0,5278,3512,47630
"60645",13425,2.84,1274,1335,63488,1951,8550,1829,48585
"60646",9790,2.66,1145,1682,103913,1952,8540,1020,29326
"60647",22190,2.31,1459,1733,89974,0,13972,3171,85564
"60649",10875,2.06,981,1007,38026,1942,5592,3597,48973
"60651",17680,3.13,1116,1174,44549,0,9216,4205,64638
"60652",13375,3.21,1250,1403,70766,1957,11284,1511,43485
"60653",6795,2.01,809,1075,34564,1971,4917,2952,34519
"60654",3895,1.52,2340,2417,127072,2002,5107,265,21859
"60655",11325,2.61,1183,1521,105229,1954,9069,949,28751
"60656",10705,2.3,1269,1275,75006,1965,7733,1514,28665
"60657",13580,1.88,1684,1899,98457,1961,14732,1284,72113
"60659",12795,3.13,1217,1244,57077,1944,6146,1480,43729
"60660",9415,1.96,1136,1250,56090,1948,7677,1516,44972
"60661",1725,1.6,2239,2261,139063,2001,2327,193,11073
"60706",9465,2.54,1170,1218,79138,1962,7061,1621,24272
"60707",15045,2.64,1181,1357,68430,1954,9923,2005,41309
"60712",3925,2.79,2398,1864,95650,1959,3818,620,13358
"60714",11370,2.55,1148,1215,70085,1964,8979,1855,31208
"60803",8630,2.5,993,1047,57305,1973,5759,1371,22329
"60804",30060,3.52,1015,1079,58433,0,12853,2800,84905
"60805",7605,2.63,1160,1405,85328,1955,6240,642,19884
"60827",6085,2.7,948,977,32801,1956,3694,1197,26010
"60901",12440,2.47,924,959,50202,1960,7959,2277,34453
"60910",235,2.34,872,857,54583,1945,152,31,534
"60911",585,2.53,956,865,81071,1950,382,33,1250
"60912",200,2.31,677,698,45417,1943,184,46,539
"60913",605,2.24,638,836,76563,1973,636,216,1596
"60914",11900,2.75,1070,1227,78291,1987,6707,813,28842
"60915",4290,2.52,992,918,49819,1961,2531,587,10084
"60917",170,2.56,1278,1156,69141,1967,165,25,464
"60918",230,2.16,825,704,65208,1954,262,48,603
"60919",240,2.33,950,908,73750,1968,164,27,528
"60920",50,2.28,850,761,51875,1971,72,0,185
"60921",630,2.32,602,618,53828,1955,483,93,1586
"60922",1195,2.6,913,893,69390,1967,751,141,2616
"60924",460,2.26,655,724,61250,1958,492,122,1512
"60926",50,1.98,NA,572,NA,0,38,5,81
"60927",950,2.34,936,909,82500,1957,731,77,2255
"60928",245,2.27,750,756,61250,1971,181,27,518
"60929",245,2.4,836,778,51818,1948,199,20,663
"60930",220,2.29,844,728,44779,1953,222,34,749
"60931",235,3.08,694,894,44821,0,198,35,702
"60932",NA,2.98,NA,3678,210811,2014,121,0,379
"60933",130,2.17,788,633,55114,1955,97,20,284
"60934",95,2.39,700,688,60000,1956,72,37,225
"60935",575,3.08,1112,1207,96136,1991,384,27,1312
"60936",1755,2.14,619,662,49322,1956,1441,250,4243
"60938",775,2.41,636,728,62045,1955,586,80,1816
"60939",NA,NA,NA,NA,NA,NA,0,0,0
"60940",1205,2.81,982,1275,77632,1976,927,157,3098
"60941",660,2.61,719,959,85000,1968,521,90,1695
"60942",1780,2.49,777,636,43444,1943,1655,249,5797
"60945",75,2.68,950,719,61250,0,82,18,252
"60946",185,2.32,860,706,56875,0,151,6,446
"60948",475,2.47,825,967,87143,1973,604,70,1591
"60949",210,2.49,492,784,49375,1955,137,15,500
"60950",4795,2.37,895,1180,73527,1993,3314,497,12006
"60951",390,2.6,767,815,76000,1952,240,18,854
"60952",245,2.8,760,707,52000,1945,190,26,632
"60953",970,2.73,667,698,51904,1956,711,151,2560
"60954",2260,2.36,832,806,50690,1958,1620,465,5623
"60955",545,3.07,667,618,63929,1954,529,83,1820
"60956",50,2.34,867,800,39167,1955,34,14,117
"60957",2310,2.49,701,832,59933,1954,1730,309,5720
"60958",410,2.18,784,686,37500,1973,445,243,1410
"60959",355,1.95,610,664,42765,1956,327,64,915
"60960",295,2.86,689,721,53523,1951,260,13,908
"60961",185,2.52,1148,1156,53450,1972,264,65,748
"60962",200,2.88,836,713,55865,1955,140,22,637
"60963",495,2.74,796,653,56058,1941,360,66,1345
"60964",1625,2.53,750,901,62305,1969,1347,276,4749
"60966",555,2.22,721,631,43125,1955,480,85,1464
"60967",NA,2.12,NA,NA,NA,NA,26,0,55
"60968",160,2.63,530,716,61500,1951,181,26,520
"60969",35,2.96,NA,863,71875,0,17,1,71
"60970",2565,2.17,697,730,46731,1973,2032,585,6370
"60973",95,3.08,821,678,40156,1962,74,9,330
"60974",90,2.7,700,543,50833,1970,81,23,286
"61001",400,2.3,1156,1064,70625,1986,465,47,1251
"61006",590,2.22,683,885,61550,1944,456,134,1377
"61007",150,2.63,NA,930,61316,1954,128,9,373
"61008",13975,2.72,908,1004,66594,1976,9928,1032,34420
"61010",3110,2.6,988,1180,76981,1987,2220,267,7496
"61011",1280,2.83,1718,1594,158177,1990,876,48,2597
"61012",1005,3.15,1063,1108,86554,1980,719,74,2680
"61013",305,2.28,575,753,63681,1964,269,47,664
"61014",550,2.31,1000,588,57202,1940,398,74,1140
"61015",370,3.09,NA,1208,64167,1977,255,35,1015
"61016",1940,2.32,795,1078,87153,1991,1849,85,4836
"61018",370,2.59,750,765,65417,1944,334,38,1076
"61019",1340,2.6,1006,1127,80202,1986,1095,46,3318
"61020",1290,3.27,1000,1231,77321,1998,870,76,3167
"61021",8415,2.21,691,774,60976,1964,6322,1381,22680
"61024",985,2.42,682,953,66250,1974,780,117,2471
"61025",2225,2.22,751,866,58602,1973,1460,233,4316
"61027",NA,2.52,NA,823,56290,1974,17,8,121
"61028",730,2.03,822,850,55313,1950,678,208,1780
"61030",820,2.83,717,762,61852,1957,662,127,2328
"61031",665,2.57,742,726,54531,1948,439,86,1737
"61032",10440,2.19,701,702,46539,1958,8406,1949,29231
"61036",2345,2.04,731,1038,64991,1987,2704,392,6978
"61037",NA,1.95,NA,NA,61193,1948,55,29,107
"61038",430,3.14,NA,1297,61150,1963,405,77,1310
"61039",315,2.74,690,1026,69167,1972,244,30,834
"61041",480,2.36,665,687,49583,1962,396,80,1437
"61042",190,2.61,595,740,54167,1948,149,39,501
"61043",55,3.12,868,1044,51250,0,35,1,156
"61044",50,1.79,NA,719,NA,1972,72,10,136
"61046",1075,2.41,672,789,74375,1983,935,137,2652
"61047",795,2.58,819,858,66786,1958,551,115,1712
"61048",1485,2.31,567,896,65865,1965,1430,333,3952
"61049",230,3.16,934,969,66786,1943,165,16,682
"61050",105,2.73,NA,1108,95500,1941,85,7,278
"61051",580,2.36,531,678,58068,1943,505,76,1436
"61052",370,2.36,935,837,66250,1975,348,60,916
"61053",1080,2.39,661,727,59786,0,941,135,2802
"61054",1280,1.9,585,589,50208,1955,1134,504,3581
"61057",NA,3.19,NA,NA,NA,0,26,0,109
"61059",75,2.56,1102,960,46800,1962,54,11,205
"61060",675,2.42,543,787,59861,1958,464,59,1397
"61061",2555,2.26,766,831,75662,1963,2234,477,6930
"61062",925,2.87,775,920,73720,1946,601,48,2063
"61063",1585,2.54,1021,937,82011,1961,1477,247,4151
"61064",1720,2.35,759,784,67196,1950,1173,190,4263
"61065",4650,2.99,1555,1382,84943,1997,3005,313,10406
"61067",240,1.94,840,943,54050,0,296,56,695
"61068",6230,2.43,840,877,58841,1971,3544,928,14609
"61070",585,2.93,843,969,77500,1947,466,31,1536
"61071",5730,2.37,729,767,53894,1963,4324,866,13840
"61072",5045,2.58,736,1195,100795,1990,3553,375,10825
"61073",8560,2.9,1203,1359,95305,1992,5913,163,20685
"61074",1360,2.16,718,648,45541,1954,1322,237,4304
"61075",395,2.36,702,844,64464,1947,374,46,995
"61077",NA,NA,NA,NA,NA,NA,0,0,0
"61078",450,2.82,575,721,64167,1961,422,84,1364
"61079",90,2.61,1042,625,47083,1941,65,20,209
"61080",4440,2.46,832,918,64020,1986,3266,250,10668
"61081",8775,2.38,734,764,57813,1960,6132,1178,21414
"61084",1300,2.77,767,1160,88190,1978,980,17,3061
"61085",1170,2.24,717,796,52422,1953,1077,189,3146
"61087",635,2.42,637,723,63450,1943,552,90,1544
"61088",3015,2.55,860,1128,87653,1984,2247,158,6416
"61089",370,2.26,679,928,68125,1947,229,45,661
"61091",NA,1.9,NA,NA,NA,NA,10,0,19
"61101",6785,2.61,830,788,40374,1958,4109,1408,20394
"61102",5380,2.57,773,745,36813,1956,3795,813,16861
"61103",7935,2.26,829,815,43934,1955,5210,1386,23446
"61104",5510,2.36,729,689,31011,0,3071,1738,19106
"61107",11450,2.23,914,1010,65145,1964,8690,1171,29363
"61108",10535,2.4,894,859,53997,1969,7517,1575,29582
"61109",10770,2.47,824,818,55250,1973,6892,1011,26834
"61111",9935,2.34,938,952,57628,1983,6490,1225,22903
"61112",NA,1.11,3501,NA,24648,2002,0,32,111
"61114",5865,2.27,1119,1200,78724,1984,4570,695,14999
"61115",9930,2.64,1030,1024,64833,1977,6634,685,22480
"61201",13620,2.27,738,807,50784,1950,9441,2026,38025
"61230",335,2.35,817,846,67721,1972,335,36,890
"61231",2290,2.32,714,753,54548,1957,1344,262,5096
"61232",770,2.3,715,1025,68398,1972,531,37,1431
"61233",95,2.28,750,734,57614,1972,77,28,244
"61234",560,2.31,595,708,64107,1954,386,52,1172
"61235",665,2.35,739,806,58125,1949,575,103,1661
"61236",35,2.65,NA,908,40417,1955,26,0,82
"61237",NA,NA,NA,NA,NA,NA,0,0,0
"61238",1275,2.54,862,904,62447,1954,948,83,2825
"61239",395,2.21,867,857,30250,1992,168,91,1154
"61240",2620,2.42,1080,1115,90687,1975,2176,155,5977
"61241",3615,2.42,835,949,70208,1972,2314,346,6801
"61242",495,2.31,867,917,75708,1968,455,70,1217
"61243",140,2.15,NA,1390,115469,1957,121,33,299
"61244",8405,2.4,742,751,56978,1964,6298,893,23628
"61250",1105,2.33,788,850,80197,1972,847,173,2707
"61251",235,2.45,NA,1286,76125,1978,170,43,438
"61252",2185,2.15,775,859,64130,1963,1844,290,5357
"61254",4985,2.38,860,965,76645,1971,4163,470,12018
"61256",735,2.29,894,935,72500,1973,666,62,1911
"61257",335,2.78,1649,577,55250,1961,272,49,919
"61258",80,2.8,NA,673,41094,0,74,12,221
"61259",575,2.54,1039,1333,84888,1961,491,38,1375
"61260",205,2.29,540,866,36042,0,252,56,704
"61261",315,2.13,1076,624,44107,1972,285,58,740
"61262",230,2.57,642,704,75625,1972,266,4,759
"61263",300,2.85,729,941,66250,1956,226,54,891
"61264",4425,2.17,828,850,64063,1967,3530,415,10127
"61265",17565,2.34,810,869,59978,1955,12519,1753,44150
"61270",2975,2.47,851,790,74006,1958,2256,384,6991
"61272",470,2.67,NA,643,55250,1963,367,33,1299
"61273",1395,2.75,767,925,87841,1970,967,133,3170
"61274",120,2.35,NA,746,120288,0,90,49,233
"61275",1775,2.51,587,1082,78375,1976,1433,164,4330
"61276",NA,3.27,NA,NA,NA,1964,22,0,72
"61277",1205,2.54,724,765,80294,1952,926,119,3108
"61278",240,2.42,919,1013,76607,1967,244,45,662
"61279",400,2.45,918,846,58553,1954,351,37,1034
"61281",1070,2.48,703,1047,73083,1973,877,152,2395
"61282",3315,2.08,854,853,63750,1976,2149,471,8263
"61283",595,3.36,679,763,57209,1951,407,109,1671
"61284",805,2.04,NA,1132,102109,1977,819,99,1800
"61285",660,2.39,726,788,63702,1977,590,94,2338
"61301",4350,2.28,884,854,52623,1956,2878,418,10295
"61310",1570,2.28,757,776,65057,1957,1117,222,3569
"61311",170,2.76,NA,858,NA,0,121,17,381
"61312",155,2.37,983,785,84545,1940,137,24,412
"61313",125,2.1,NA,1563,105486,1976,100,16,229
"61314",370,2.38,744,732,57115,1949,296,70,839
"61315",115,2.78,717,525,51875,0,54,10,242
"61316",130,2.38,864,792,63750,1948,89,9,252
"61317",170,2.18,800,707,46000,1948,173,48,475
"61318",295,2.75,744,783,57847,0,184,37,752
"61319",445,2.24,764,900,66164,1961,451,65,1153
"61320",300,2.55,831,893,67981,1962,208,20,639
"61321",145,3.27,713,525,90625,1975,91,2,340
"61322",595,2.88,855,594,65673,1941,401,93,1461
"61323",45,2.14,NA,880,39766,1945,50,5,122
"61324",NA,1.9,NA,685,82900,1943,42,8,80
"61325",550,2.72,543,955,74875,1952,362,36,1127
"61326",865,2.55,646,654,61278,1955,620,112,2097
"61327",655,2.72,729,1051,95625,1975,485,47,1496
"61328",NA,2.98,NA,NA,NA,NA,45,0,134
"61329",575,2.5,775,831,61319,1955,423,58,1285
"61330",630,2.6,663,771,75750,1948,391,39,1209
"61331",NA,NA,NA,NA,NA,NA,0,0,0
"61332",75,2.1,794,675,52500,1964,61,19,143
"61333",120,3.06,NA,714,68750,1944,113,15,352
"61334",285,2.48,828,894,82000,1942,205,33,655
"61335",140,2.92,781,833,78750,1979,109,7,374
"61336",180,2.07,664,917,63036,1971,144,24,408
"61337",220,2.89,910,912,56000,1957,154,22,544
"61338",100,1.9,650,596,46875,1946,85,24,219
"61340",195,2.23,807,893,66750,1970,174,14,476
"61341",3115,2.52,982,1038,70318,1975,2192,309,7507
"61342",3710,2.46,747,834,64951,1960,2514,306,8564
"61344",135,2.17,940,629,42500,1948,105,35,269
"61345",345,2.37,729,754,82250,0,274,25,710
"61346",30,1.77,NA,400,55625,0,32,10,62
"61348",1825,2.32,547,805,62674,1957,1515,191,4456
"61349",380,2.36,614,781,62574,1947,345,61,986
"61350",10325,2.39,868,962,65787,1958,6848,1134,24444
"61353",430,2.66,774,835,54318,1959,350,55,1229
"61354",4250,2.22,753,773,57825,1958,3323,579,10407
